"","season_race","season","race","stage","distance","event_data","event","rider_name","team_name","event_rank","kom_points","intermediate_points"
"144","2015 Vuelta A Espana","2015","Vuelta A Espana","15",114.9,"KOM Sprint (2) Alto del Torno (114.9 km)","Mountain Sprint (2)"," Pierre Rolland","Team Europcar","2",3,0
"145","2015 Vuelta A Espana","2015","Vuelta A Espana","15",114.9,"KOM Sprint (2) Alto del Torno (114.9 km)","Mountain Sprint (2)"," Maarten Tjallingii","Team LottoNL-Jumbo","3",1,0
"146","2015 Vuelta A Espana","2015","Vuelta A Espana","15",132.3,"Sprint | Posada (132.3 km)","Intermediate Sprint"," Nikolas Maes","Etixx - Quick Step","1",0,4
"147","2015 Vuelta A Espana","2015","Vuelta A Espana","15",132.3,"Sprint | Posada (132.3 km)","Intermediate Sprint"," Dominique Rollin","Cofidis","2",0,0
"148","2015 Vuelta A Espana","2015","Vuelta A Espana","15",132.3,"Sprint | Posada (132.3 km)","Intermediate Sprint"," Ricardo Vilela","Caja Rural - Seguros RGA","3",0,1
"149","2015 Vuelta A Espana","2015","Vuelta A Espana","15",175.8,"KOM Sprint (1) Alto de Sotres (175.8 km)","Mountain Sprint (1)"," Joaquim Rodríguez","Team Katusha ","1",10,0
"150","2015 Vuelta A Espana","2015","Vuelta A Espana","15",175.8,"KOM Sprint (1) Alto de Sotres (175.8 km)","Mountain Sprint (1)"," Rafał Majka","Tinkoff - Saxo","2",6,0
"151","2015 Vuelta A Espana","2015","Vuelta A Espana","15",175.8,"KOM Sprint (1) Alto de Sotres (175.8 km)","Mountain Sprint (1)"," Daniel Moreno","Team Katusha ","3",4,0
"152","2015 Vuelta A Espana","2015","Vuelta A Espana","15",175.8,"KOM Sprint (1) Alto de Sotres (175.8 km)","Mountain Sprint (1)"," Nairo Quintana","Movistar Team","4",2,0
"153","2015 Vuelta A Espana","2015","Vuelta A Espana","15",175.8,"KOM Sprint (1) Alto de Sotres (175.8 km)","Mountain Sprint (1)"," Fabio Aru","Astana Pro Team","5",1,0
"154","2015 Vuelta A Espana","2015","Vuelta A Espana","16",NA,"KOM Sprint (3) Alto de Arist","Mountain Sprint (3)"," Omar Fraile","Caja Rural - Seguros RGA","1",3,0
"155","2015 Vuelta A Espana","2015","Vuelta A Espana","16",NA,"KOM Sprint (3) Alto de Arist","Mountain Sprint (3)"," Pierre Rolland","Team Europcar","2",2,0
"156","2015 Vuelta A Espana","2015","Vuelta A Espana","16",NA,"KOM Sprint (3) Alto de Arist","Mountain Sprint (3)"," Rodolfo Andrés Torres","Team Colombia","3",1,0
"157","2015 Vuelta A Espana","2015","Vuelta A Espana","16",44.2,"KOM Sprint (2) Alto de Piedratecha (44.2 km)","Mountain Sprint (2)"," Omar Fraile","Caja Rural - Seguros RGA","1",5,0
"158","2015 Vuelta A Espana","2015","Vuelta A Espana","16",44.2,"KOM Sprint (2) Alto de Piedratecha (44.2 km)","Mountain Sprint (2)"," Pierre Rolland","Team Europcar","2",3,0
"159","2015 Vuelta A Espana","2015","Vuelta A Espana","16",44.2,"KOM Sprint (2) Alto de Piedratecha (44.2 km)","Mountain Sprint (2)"," Carlos Verona","Etixx - Quick Step","3",1,0
"160","2015 Vuelta A Espana","2015","Vuelta A Espana","16",NA,"KOM Sprint (3) Alto de Cabru","Mountain Sprint (3)"," Omar Fraile","Caja Rural - Seguros RGA","1",3,0
"161","2015 Vuelta A Espana","2015","Vuelta A Espana","16",NA,"KOM Sprint (3) Alto de Cabru","Mountain Sprint (3)"," Pierre Rolland","Team Europcar","2",2,0
"162","2015 Vuelta A Espana","2015","Vuelta A Espana","16",NA,"KOM Sprint (3) Alto de Cabru","Mountain Sprint (3)"," Carlos Verona","Etixx - Quick Step","3",1,0
"163","2015 Vuelta A Espana","2015","Vuelta A Espana","16",121.3,"KOM Sprint (2) Alto de Tenebredo (121.3 km)","Mountain Sprint (2)"," Omar Fraile","Caja Rural - Seguros RGA","1",5,0
"164","2015 Vuelta A Espana","2015","Vuelta A Espana","16",121.3,"KOM Sprint (2) Alto de Tenebredo (121.3 km)","Mountain Sprint (2)"," Pierre Rolland","Team Europcar","2",3,0
"165","2015 Vuelta A Espana","2015","Vuelta A Espana","16",121.3,"KOM Sprint (2) Alto de Tenebredo (121.3 km)","Mountain Sprint (2)"," Carlos Verona","Etixx - Quick Step","3",1,0
"166","2015 Vuelta A Espana","2015","Vuelta A Espana","16",152.5,"KOM Sprint (2) Alto del Cordal (152.5 km)","Mountain Sprint (2)"," Omar Fraile","Caja Rural - Seguros RGA","1",5,0
"167","2015 Vuelta A Espana","2015","Vuelta A Espana","16",152.5,"KOM Sprint (2) Alto del Cordal (152.5 km)","Mountain Sprint (2)"," Pierre Rolland","Team Europcar","2",3,0
"168","2015 Vuelta A Espana","2015","Vuelta A Espana","16",152.5,"KOM Sprint (2) Alto del Cordal (152.5 km)","Mountain Sprint (2)"," Carlos Verona","Etixx - Quick Step","3",1,0
"169","2015 Vuelta A Espana","2015","Vuelta A Espana","16",159.4,"Sprint | Pola de Lena (159.4 km)","Intermediate Sprint"," Carlos Verona","Etixx - Quick Step","1",0,4
"170","2015 Vuelta A Espana","2015","Vuelta A Espana","16",159.4,"Sprint | Pola de Lena (159.4 km)","Intermediate Sprint"," Moreno Moser","Team Cannondale - Garmin ","2",0,2
"171","2015 Vuelta A Espana","2015","Vuelta A Espana","16",159.4,"Sprint | Pola de Lena (159.4 km)","Intermediate Sprint"," Pierre Rolland","Team Europcar","3",0,1
"172","2015 Vuelta A Espana","2015","Vuelta A Espana","16",169.5,"KOM Sprint (1) Alto de la Cobertoria (169.5 km)","Mountain Sprint (1)"," Fränk Schleck","Trek Factory Racing ","1",10,0
"173","2015 Vuelta A Espana","2015","Vuelta A Espana","16",169.5,"KOM Sprint (1) Alto de la Cobertoria (169.5 km)","Mountain Sprint (1)"," Rodolfo Andrés Torres","Team Colombia","2",6,0
"174","2015 Vuelta A Espana","2015","Vuelta A Espana","16",169.5,"KOM Sprint (1) Alto de la Cobertoria (169.5 km)","Mountain Sprint (1)"," Omar Fraile","Caja Rural - Seguros RGA","3",4,0
"175","2015 Vuelta A Espana","2015","Vuelta A Espana","16",169.5,"KOM Sprint (1) Alto de la Cobertoria (169.5 km)","Mountain Sprint (1)"," Carlos Verona","Etixx - Quick Step","4",2,0
"176","2015 Vuelta A Espana","2015","Vuelta A Espana","16",169.5,"KOM Sprint (1) Alto de la Cobertoria (169.5 km)","Mountain Sprint (1)"," George Bennett","Team LottoNL-Jumbo","5",1,0
"177","2015 Vuelta A Espana","2015","Vuelta A Espana","16",185,"KOM Sprint (HC) Alto Ermita de Alba (185 km)","Mountain Sprint (HC)"," Fränk Schleck","Trek Factory Racing ","1",20,0
"178","2015 Vuelta A Espana","2015","Vuelta A Espana","16",185,"KOM Sprint (HC) Alto Ermita de Alba (185 km)","Mountain Sprint (HC)"," Rodolfo Andrés Torres","Team Colombia","2",15,0
"179","2015 Vuelta A Espana","2015","Vuelta A Espana","16",185,"KOM Sprint (HC) Alto Ermita de Alba (185 km)","Mountain Sprint (HC)"," Moreno Moser","Team Cannondale - Garmin ","3",10,0
"180","2015 Vuelta A Espana","2015","Vuelta A Espana","16",185,"KOM Sprint (HC) Alto Ermita de Alba (185 km)","Mountain Sprint (HC)"," George Bennett","Team LottoNL-Jumbo","4",6,0
"181","2015 Vuelta A Espana","2015","Vuelta A Espana","16",185,"KOM Sprint (HC) Alto Ermita de Alba (185 km)","Mountain Sprint (HC)"," Pierre Rolland","Team Europcar","5",4,0
"182","2015 Vuelta A Espana","2015","Vuelta A Espana","16",185,"KOM Sprint (HC) Alto Ermita de Alba (185 km)","Mountain Sprint (HC)"," Omar Fraile","Caja Rural - Seguros RGA","6",2,0
"183","2015 Vuelta A Espana","2015","Vuelta A Espana","18",NA,"KOM Sprint (3) Alto Santiba","Mountain Sprint (3)"," Ángel Madrazo","Caja Rural - Seguros RGA","1",3,0
"184","2015 Vuelta A Espana","2015","Vuelta A Espana","18",NA,"KOM Sprint (3) Alto Santiba","Mountain Sprint (3)"," Haimar Zubeldia","Trek Factory Racing ","2",2,0
"185","2015 Vuelta A Espana","2015","Vuelta A Espana","18",NA,"KOM Sprint (3) Alto Santiba","Mountain Sprint (3)"," Adam Hansen","Lotto Soudal","3",1,0
"186","2015 Vuelta A Espana","2015","Vuelta A Espana","18",102.7,"KOM Sprint (3) Alto del Campanario (102.7 km)","Mountain Sprint (3)"," Ángel Madrazo","Caja Rural - Seguros RGA","1",3,0
"187","2015 Vuelta A Espana","2015","Vuelta A Espana","18",102.7,"KOM Sprint (3) Alto del Campanario (102.7 km)","Mountain Sprint (3)"," Arnaud Courteille","FDJ","2",2,0
"188","2015 Vuelta A Espana","2015","Vuelta A Espana","18",102.7,"KOM Sprint (3) Alto del Campanario (102.7 km)","Mountain Sprint (3)"," André Cardoso","Team Cannondale - Garmin ","3",1,0
"189","2015 Vuelta A Espana","2015","Vuelta A Espana","18",160.7,"Sprint | Campillejo (160.7 km)","Intermediate Sprint"," Dominique Rollin","Cofidis","1",0,0
"190","2015 Vuelta A Espana","2015","Vuelta A Espana","18",160.7,"Sprint | Campillejo (160.7 km)","Intermediate Sprint"," Pieter Serry","Etixx - Quick Step","2",0,2
"191","2015 Vuelta A Espana","2015","Vuelta A Espana","18",160.7,"Sprint | Campillejo (160.7 km)","Intermediate Sprint"," André Cardoso","Team Cannondale - Garmin ","3",0,1
"192","2015 Vuelta A Espana","2015","Vuelta A Espana","18",194.4,"KOM Sprint (1) Puerto de la Quesera (194.4 km)","Mountain Sprint (1)"," Nicolas Roche","Team Sky","1",10,0
"193","2015 Vuelta A Espana","2015","Vuelta A Espana","18",194.4,"KOM Sprint (1) Puerto de la Quesera (194.4 km)","Mountain Sprint (1)"," Haimar Zubeldia","Trek Factory Racing ","2",6,0
"194","2015 Vuelta A Espana","2015","Vuelta A Espana","18",194.4,"KOM Sprint (1) Puerto de la Quesera (194.4 km)","Mountain Sprint (1)"," José Gonçalves","Caja Rural - Seguros RGA","3",4,0
"195","2015 Vuelta A Espana","2015","Vuelta A Espana","18",194.4,"KOM Sprint (1) Puerto de la Quesera (194.4 km)","Mountain Sprint (1)"," Bart De Clercq","Lotto Soudal","4",2,0
"196","2015 Vuelta A Espana","2015","Vuelta A Espana","18",194.4,"KOM Sprint (1) Puerto de la Quesera (194.4 km)","Mountain Sprint (1)"," José Joaquín Rojas","Movistar Team","5",1,0
"197","2015 Vuelta A Espana","2015","Vuelta A Espana","19",108.3,"KOM Sprint (3) Alto de Valdavia (108.3 km)","Mountain Sprint (3)"," Maxime Bouet","Etixx - Quick Step","1",3,0
"198","2015 Vuelta A Espana","2015","Vuelta A Espana","19",108.3,"KOM Sprint (3) Alto de Valdavia (108.3 km)","Mountain Sprint (3)"," Christian Knees","Team Sky","2",2,0
"199","2015 Vuelta A Espana","2015","Vuelta A Espana","19",108.3,"KOM Sprint (3) Alto de Valdavia (108.3 km)","Mountain Sprint (3)"," Ricardo Vilela","Caja Rural - Seguros RGA","3",1,0
"200","2015 Vuelta A Espana","2015","Vuelta A Espana","19",156.3,"Sprint | El Barraco (156.3 km)","Intermediate Sprint"," Alexis Gougeard","AG2R La Mondiale","1",0,4
"201","2015 Vuelta A Espana","2015","Vuelta A Espana","19",156.3,"Sprint | El Barraco (156.3 km)","Intermediate Sprint"," Leonardo Fabio Duque","Team Colombia","2",0,2
"202","2015 Vuelta A Espana","2015","Vuelta A Espana","19",156.3,"Sprint | El Barraco (156.3 km)","Intermediate Sprint"," Tiago Machado","Team Katusha ","3",0,1
"203","2015 Vuelta A Espana","2015","Vuelta A Espana","19",163.7,"KOM Sprint (2) Alto de la Paramera (163.7 km)","Mountain Sprint (2)"," Alexis Gougeard","AG2R La Mondiale","1",5,0
"204","2015 Vuelta A Espana","2015","Vuelta A Espana","19",163.7,"KOM Sprint (2) Alto de la Paramera (163.7 km)","Mountain Sprint (2)"," Maxime Monfort","Lotto Soudal","2",3,0
"205","2015 Vuelta A Espana","2015","Vuelta A Espana","19",163.7,"KOM Sprint (2) Alto de la Paramera (163.7 km)","Mountain Sprint (2)"," Andrey Amador","Movistar Team","3",1,0
"206","2015 Vuelta A Espana","2015","Vuelta A Espana","20",30.3,"KOM Sprint (1) Puerto de Navacerrada (30.3 km)","Mountain Sprint (1)"," José Gonçalves","Caja Rural - Seguros RGA","1",10,0
"207","2015 Vuelta A Espana","2015","Vuelta A Espana","20",30.3,"KOM Sprint (1) Puerto de Navacerrada (30.3 km)","Mountain Sprint (1)"," Rubén Plaza","Lampre - Merida","2",6,0
"208","2015 Vuelta A Espana","2015","Vuelta A Espana","20",30.3,"KOM Sprint (1) Puerto de Navacerrada (30.3 km)","Mountain Sprint (1)"," Larry Warbasse","IAM Cycling","3",4,0
"209","2015 Vuelta A Espana","2015","Vuelta A Espana","20",30.3,"KOM Sprint (1) Puerto de Navacerrada (30.3 km)","Mountain Sprint (1)"," Moreno Moser","Team Cannondale - Garmin ","4",2,0
"210","2015 Vuelta A Espana","2015","Vuelta A Espana","20",30.3,"KOM Sprint (1) Puerto de Navacerrada (30.3 km)","Mountain Sprint (1)"," Daniel Navarro","Cofidis","5",0,0
"211","2015 Vuelta A Espana","2015","Vuelta A Espana","20",67.9,"KOM Sprint (1) Puerto de la Morcuera (67.9 km)","Mountain Sprint (1)"," Rubén Plaza","Lampre - Merida","1",10,0
"212","2015 Vuelta A Espana","2015","Vuelta A Espana","20",67.9,"KOM Sprint (1) Puerto de la Morcuera (67.9 km)","Mountain Sprint (1)"," Francisco José Ventoso","Movistar Team","2",6,0
"213","2015 Vuelta A Espana","2015","Vuelta A Espana","20",67.9,"KOM Sprint (1) Puerto de la Morcuera (67.9 km)","Mountain Sprint (1)"," Giovanni Visconti","Movistar Team","3",4,0
"214","2015 Vuelta A Espana","2015","Vuelta A Espana","20",67.9,"KOM Sprint (1) Puerto de la Morcuera (67.9 km)","Mountain Sprint (1)"," Andrey Amador","Movistar Team","4",2,0
"215","2015 Vuelta A Espana","2015","Vuelta A Espana","20",67.9,"KOM Sprint (1) Puerto de la Morcuera (67.9 km)","Mountain Sprint (1)"," José Joaquín Rojas","Movistar Team","5",1,0
"216","2015 Vuelta A Espana","2015","Vuelta A Espana","20",126.4,"KOM Sprint (1) Puerto de la Morcuera (126.4 km)","Mountain Sprint (1)"," Rubén Plaza","Lampre - Merida","1",10,0
"217","2015 Vuelta A Espana","2015","Vuelta A Espana","20",126.4,"KOM Sprint (1) Puerto de la Morcuera (126.4 km)","Mountain Sprint (1)"," Giovanni Visconti","Movistar Team","2",6,0
"218","2015 Vuelta A Espana","2015","Vuelta A Espana","20",126.4,"KOM Sprint (1) Puerto de la Morcuera (126.4 km)","Mountain Sprint (1)"," Alessandro De Marchi","BMC Racing Team","3",4,0
"219","2015 Vuelta A Espana","2015","Vuelta A Espana","20",126.4,"KOM Sprint (1) Puerto de la Morcuera (126.4 km)","Mountain Sprint (1)"," José Gonçalves","Caja Rural - Seguros RGA","4",2,0
"220","2015 Vuelta A Espana","2015","Vuelta A Espana","20",126.4,"KOM Sprint (1) Puerto de la Morcuera (126.4 km)","Mountain Sprint (1)"," Matteo Montaguti","AG2R La Mondiale","5",1,0
"221","2015 Vuelta A Espana","2015","Vuelta A Espana","20",NA,"Sprint | Rascafr","Intermediate Sprint"," Rubén Plaza","Lampre - Merida","1",0,4
"222","2015 Vuelta A Espana","2015","Vuelta A Espana","20",NA,"Sprint | Rascafr","Intermediate Sprint"," Alessandro De Marchi","BMC Racing Team","2",0,2
"223","2015 Vuelta A Espana","2015","Vuelta A Espana","20",NA,"Sprint | Rascafr","Intermediate Sprint"," Giovanni Visconti","Movistar Team","3",0,1
"224","2015 Vuelta A Espana","2015","Vuelta A Espana","20",157.6,"KOM Sprint (1) Puerto de Cotos (157.6 km)","Mountain Sprint (1)"," Rubén Plaza","Lampre - Merida","1",10,0
"225","2015 Vuelta A Espana","2015","Vuelta A Espana","20",157.6,"KOM Sprint (1) Puerto de Cotos (157.6 km)","Mountain Sprint (1)"," José Gonçalves","Caja Rural - Seguros RGA","2",6,0
"226","2015 Vuelta A Espana","2015","Vuelta A Espana","20",157.6,"KOM Sprint (1) Puerto de Cotos (157.6 km)","Mountain Sprint (1)"," Alessandro De Marchi","BMC Racing Team","3",4,0
"227","2015 Vuelta A Espana","2015","Vuelta A Espana","20",157.6,"KOM Sprint (1) Puerto de Cotos (157.6 km)","Mountain Sprint (1)"," Giovanni Visconti","Movistar Team","4",2,0
"228","2015 Vuelta A Espana","2015","Vuelta A Espana","20",157.6,"KOM Sprint (1) Puerto de Cotos (157.6 km)","Mountain Sprint (1)"," Sergio Henao","Team Sky","5",1,0
"229","2015 Vuelta A Espana","2015","Vuelta A Espana","21",44,"Sprint | Madrid (44 km)","Intermediate Sprint"," Alejandro Valverde","Movistar Team","1",0,4
"230","2015 Vuelta A Espana","2015","Vuelta A Espana","21",44,"Sprint | Madrid (44 km)","Intermediate Sprint"," José Joaquín Rojas","Movistar Team","2",0,2
"231","2015 Vuelta A Espana","2015","Vuelta A Espana","21",44,"Sprint | Madrid (44 km)","Intermediate Sprint"," Francisco José Ventoso","Movistar Team","3",0,1
