"","season_race","season","race","stage","distance","event_data","event","rider_name","team_name","event_rank","kom_points","intermediate_points"
"24","2015 Vuelta A Espana","2015","Vuelta A Espana","5",148.5,"Sprint | Sevilla (148.5 km)","Intermediate Sprint"," Iljo Keisse","Etixx - Quick Step","1",0,4
"25","2015 Vuelta A Espana","2015","Vuelta A Espana","5",148.5,"Sprint | Sevilla (148.5 km)","Intermediate Sprint"," Antoine Duchesne","Team Europcar","2",0,2
"26","2015 Vuelta A Espana","2015","Vuelta A Espana","5",148.5,"Sprint | Sevilla (148.5 km)","Intermediate Sprint"," Tsgabu Grmay","Lampre - Merida","3",0,1
"27","2015 Vuelta A Espana","2015","Vuelta A Espana","6",147.1,"KOM Sprint (3) Alto de Baeza (147.1 km)","Mountain Sprint (3)"," Cyril Gautier","Team Europcar","1",3,0
"28","2015 Vuelta A Espana","2015","Vuelta A Espana","6",147.1,"KOM Sprint (3) Alto de Baeza (147.1 km)","Mountain Sprint (3)"," Miguel Angel Rubiano","Team Colombia","2",2,0
"29","2015 Vuelta A Espana","2015","Vuelta A Espana","6",147.1,"KOM Sprint (3) Alto de Baeza (147.1 km)","Mountain Sprint (3)"," Kristijan Đurasek","Lampre - Merida","3",1,0
"30","2015 Vuelta A Espana","2015","Vuelta A Espana","6",186.5,"Sprint | Peal de Becerro (186.5 km)","Intermediate Sprint"," Miguel Angel Rubiano","Team Colombia","1",0,4
"31","2015 Vuelta A Espana","2015","Vuelta A Espana","6",186.5,"Sprint | Peal de Becerro (186.5 km)","Intermediate Sprint"," Niki Terpstra","Etixx - Quick Step","2",0,2
"32","2015 Vuelta A Espana","2015","Vuelta A Espana","6",186.5,"Sprint | Peal de Becerro (186.5 km)","Intermediate Sprint"," Kristijan Đurasek","Lampre - Merida","3",0,1
"33","2015 Vuelta A Espana","2015","Vuelta A Espana","6",200.3,"KOM Sprint (3) Alto de Cazorla (200.3 km)","Mountain Sprint (3)"," Esteban Chaves","Orica GreenEDGE","1",3,0
"34","2015 Vuelta A Espana","2015","Vuelta A Espana","6",200.3,"KOM Sprint (3) Alto de Cazorla (200.3 km)","Mountain Sprint (3)"," Dan Martin","Team Cannondale - Garmin ","2",2,0
"35","2015 Vuelta A Espana","2015","Vuelta A Espana","6",200.3,"KOM Sprint (3) Alto de Cazorla (200.3 km)","Mountain Sprint (3)"," Tom Dumoulin","Team Giant - Alpecin","3",1,0
"36","2015 Vuelta A Espana","2015","Vuelta A Espana","7",84.3,"KOM Sprint (3) Puerto de los Blancares (84.3 km)","Mountain Sprint (3)"," Amets Txurruka","Caja Rural - Seguros RGA","1",3,0
"37","2015 Vuelta A Espana","2015","Vuelta A Espana","7",84.3,"KOM Sprint (3) Puerto de los Blancares (84.3 km)","Mountain Sprint (3)"," Bert-Jan Lindeman","Team LottoNL-Jumbo","2",2,0
"38","2015 Vuelta A Espana","2015","Vuelta A Espana","7",84.3,"KOM Sprint (3) Puerto de los Blancares (84.3 km)","Mountain Sprint (3)"," Ilia Koshevoy","Lampre - Merida","3",1,0
"39","2015 Vuelta A Espana","2015","Vuelta A Espana","7",NA,"Sprint | Lanjarón","Intermediate Sprint"," Bert-Jan Lindeman","Team LottoNL-Jumbo","1",0,4
"40","2015 Vuelta A Espana","2015","Vuelta A Espana","7",NA,"Sprint | Lanjarón","Intermediate Sprint"," Jérôme Cousin","Team Europcar","2",0,2
"41","2015 Vuelta A Espana","2015","Vuelta A Espana","7",NA,"Sprint | Lanjarón","Intermediate Sprint"," Amets Txurruka","Caja Rural - Seguros RGA","3",0,1
"42","2015 Vuelta A Espana","2015","Vuelta A Espana","7",191.1,"KOM Sprint (1) Alto de Capileira (191.1 km)","Mountain Sprint (1)"," Bert-Jan Lindeman","Team LottoNL-Jumbo","1",10,0
"43","2015 Vuelta A Espana","2015","Vuelta A Espana","7",191.1,"KOM Sprint (1) Alto de Capileira (191.1 km)","Mountain Sprint (1)"," Ilia Koshevoy","Lampre - Merida","2",6,0
"44","2015 Vuelta A Espana","2015","Vuelta A Espana","7",191.1,"KOM Sprint (1) Alto de Capileira (191.1 km)","Mountain Sprint (1)"," Fabio Aru","Astana Pro Team","3",4,0
"45","2015 Vuelta A Espana","2015","Vuelta A Espana","7",191.1,"KOM Sprint (1) Alto de Capileira (191.1 km)","Mountain Sprint (1)"," Jérôme Cousin","Team Europcar","4",2,0
"46","2015 Vuelta A Espana","2015","Vuelta A Espana","7",191.1,"KOM Sprint (1) Alto de Capileira (191.1 km)","Mountain Sprint (1)"," Rafał Majka","Tinkoff - Saxo","5",1,0
"47","2015 Vuelta A Espana","2015","Vuelta A Espana","8",139.7,"Sprint | Murcia (139.7 km)","Intermediate Sprint"," Iljo Keisse","Etixx - Quick Step","1",0,4
"48","2015 Vuelta A Espana","2015","Vuelta A Espana","8",139.7,"Sprint | Murcia (139.7 km)","Intermediate Sprint"," Tom Van Asbroeck","Team LottoNL-Jumbo","2",0,2
"49","2015 Vuelta A Espana","2015","Vuelta A Espana","8",139.7,"Sprint | Murcia (139.7 km)","Intermediate Sprint"," Alex Howes","Team Cannondale - Garmin ","3",0,1
"50","2015 Vuelta A Espana","2015","Vuelta A Espana","8",150.2,"KOM Sprint (3) Alto de la Cresta del Gallo (150.2 km)","Mountain Sprint (3)"," Alex Howes","Team Cannondale - Garmin ","1",3,0
"51","2015 Vuelta A Espana","2015","Vuelta A Espana","8",150.2,"KOM Sprint (3) Alto de la Cresta del Gallo (150.2 km)","Mountain Sprint (3)"," Ángel Madrazo","Caja Rural - Seguros RGA","2",2,0
"52","2015 Vuelta A Espana","2015","Vuelta A Espana","8",150.2,"KOM Sprint (3) Alto de la Cresta del Gallo (150.2 km)","Mountain Sprint (3)"," Sérgio Miguel Paulinho","Tinkoff - Saxo","3",1,0
"53","2015 Vuelta A Espana","2015","Vuelta A Espana","8",163.8,"KOM Sprint (3) Alto de la Cresta del Gallo (163.8 km)","Mountain Sprint (3)"," José Joaquín Rojas","Movistar Team","1",3,0
"54","2015 Vuelta A Espana","2015","Vuelta A Espana","8",163.8,"KOM Sprint (3) Alto de la Cresta del Gallo (163.8 km)","Mountain Sprint (3)"," Alberto Losada","Team Katusha ","2",2,0
"55","2015 Vuelta A Espana","2015","Vuelta A Espana","8",163.8,"KOM Sprint (3) Alto de la Cresta del Gallo (163.8 km)","Mountain Sprint (3)"," Kristijan Đurasek","Lampre - Merida","3",1,0
"56","2015 Vuelta A Espana","2015","Vuelta A Espana","9",NA,"KOM Sprint (2) Alto de Puig Lloren","Mountain Sprint (2)"," Omar Fraile","Caja Rural - Seguros RGA","1",5,0
"57","2015 Vuelta A Espana","2015","Vuelta A Espana","9",NA,"KOM Sprint (2) Alto de Puig Lloren","Mountain Sprint (2)"," Pieter Serry","Etixx - Quick Step","2",3,0
"58","2015 Vuelta A Espana","2015","Vuelta A Espana","9",NA,"KOM Sprint (2) Alto de Puig Lloren","Mountain Sprint (2)"," Yoann Bagot","Cofidis","3",0,0
"59","2015 Vuelta A Espana","2015","Vuelta A Espana","9",NA,"Sprint | Bahia de J","Intermediate Sprint"," Maarten Tjallingii","Team LottoNL-Jumbo","1",0,4
"60","2015 Vuelta A Espana","2015","Vuelta A Espana","9",NA,"Sprint | Bahia de J","Intermediate Sprint"," Pieter Serry","Etixx - Quick Step","2",0,2
"61","2015 Vuelta A Espana","2015","Vuelta A Espana","9",NA,"Sprint | Bahia de J","Intermediate Sprint"," Geraint Thomas","Team Sky","3",0,1
"62","2015 Vuelta A Espana","2015","Vuelta A Espana","9",NA,"KOM Sprint (1) Alto de Puig Lloren","Mountain Sprint (1)"," Tom Dumoulin","Team Giant - Alpecin","1",10,0
"63","2015 Vuelta A Espana","2015","Vuelta A Espana","9",NA,"KOM Sprint (1) Alto de Puig Lloren","Mountain Sprint (1)"," Chris Froome","Team Sky","2",6,0
"64","2015 Vuelta A Espana","2015","Vuelta A Espana","9",NA,"KOM Sprint (1) Alto de Puig Lloren","Mountain Sprint (1)"," Joaquim Rodríguez","Team Katusha ","3",4,0
"65","2015 Vuelta A Espana","2015","Vuelta A Espana","9",NA,"KOM Sprint (1) Alto de Puig Lloren","Mountain Sprint (1)"," Fabio Aru","Astana Pro Team","4",2,0
"66","2015 Vuelta A Espana","2015","Vuelta A Espana","9",NA,"KOM Sprint (1) Alto de Puig Lloren","Mountain Sprint (1)"," Rafał Majka","Tinkoff - Saxo","5",1,0
"67","2015 Vuelta A Espana","2015","Vuelta A Espana","10",26.2,"KOM Sprint (3) Puerto del Oronet (26.2 km)","Mountain Sprint (3)"," Pello Bilbao","Caja Rural - Seguros RGA","1",3,0
"68","2015 Vuelta A Espana","2015","Vuelta A Espana","10",26.2,"KOM Sprint (3) Puerto del Oronet (26.2 km)","Mountain Sprint (3)"," Carlos Verona","Etixx - Quick Step","2",2,0
"69","2015 Vuelta A Espana","2015","Vuelta A Espana","10",26.2,"KOM Sprint (3) Puerto del Oronet (26.2 km)","Mountain Sprint (3)"," Sergio Henao","Team Sky","3",1,0
"70","2015 Vuelta A Espana","2015","Vuelta A Espana","10",NA,"Sprint | Benic","Intermediate Sprint"," Imanol Erviti","Movistar Team","1",0,4
"71","2015 Vuelta A Espana","2015","Vuelta A Espana","10",NA,"Sprint | Benic","Intermediate Sprint"," Rory Sutherland","Movistar Team","2",0,2
"72","2015 Vuelta A Espana","2015","Vuelta A Espana","10",NA,"Sprint | Benic","Intermediate Sprint"," Francisco José Ventoso","Movistar Team","3",0,1
"73","2015 Vuelta A Espana","2015","Vuelta A Espana","10",128.9,"KOM Sprint (2) Alto del Desierto de las Palmas (128.9 km)","Mountain Sprint (2)"," Kenny Elissonde","FDJ","1",5,0
"74","2015 Vuelta A Espana","2015","Vuelta A Espana","10",128.9,"KOM Sprint (2) Alto del Desierto de las Palmas (128.9 km)","Mountain Sprint (2)"," Alessandro De Marchi","BMC Racing Team","2",3,0
"75","2015 Vuelta A Espana","2015","Vuelta A Espana","10",128.9,"KOM Sprint (2) Alto del Desierto de las Palmas (128.9 km)","Mountain Sprint (2)"," Romain Sicard","Team Europcar","3",1,0
"76","2015 Vuelta A Espana","2015","Vuelta A Espana","11",12.4,"KOM Sprint (1) Collada de Beixalis (12.4 km)","Mountain Sprint (1)"," Omar Fraile","Caja Rural - Seguros RGA","1",10,0
"77","2015 Vuelta A Espana","2015","Vuelta A Espana","11",12.4,"KOM Sprint (1) Collada de Beixalis (12.4 km)","Mountain Sprint (1)"," Romain Sicard","Team Europcar","2",6,0
"78","2015 Vuelta A Espana","2015","Vuelta A Espana","11",12.4,"KOM Sprint (1) Collada de Beixalis (12.4 km)","Mountain Sprint (1)"," Nelson Oliveira","Lampre - Merida","3",4,0
"79","2015 Vuelta A Espana","2015","Vuelta A Espana","11",12.4,"KOM Sprint (1) Collada de Beixalis (12.4 km)","Mountain Sprint (1)"," Darwin Atapuma","BMC Racing Team","4",2,0
"80","2015 Vuelta A Espana","2015","Vuelta A Espana","11",12.4,"KOM Sprint (1) Collada de Beixalis (12.4 km)","Mountain Sprint (1)"," Jérôme Coppel","IAM Cycling","5",1,0
"81","2015 Vuelta A Espana","2015","Vuelta A Espana","11",34.8,"KOM Sprint (1) Coll d'Ordino (34.8 km)","Mountain Sprint (1)"," Rubén Plaza","Lampre - Merida","1",10,0
"82","2015 Vuelta A Espana","2015","Vuelta A Espana","11",34.8,"KOM Sprint (1) Coll d'Ordino (34.8 km)","Mountain Sprint (1)"," Omar Fraile","Caja Rural - Seguros RGA","2",6,0
"83","2015 Vuelta A Espana","2015","Vuelta A Espana","11",34.8,"KOM Sprint (1) Coll d'Ordino (34.8 km)","Mountain Sprint (1)"," Carlos Verona","Etixx - Quick Step","3",4,0
"84","2015 Vuelta A Espana","2015","Vuelta A Espana","11",34.8,"KOM Sprint (1) Coll d'Ordino (34.8 km)","Mountain Sprint (1)"," José Gonçalves","Caja Rural - Seguros RGA","4",2,0
"85","2015 Vuelta A Espana","2015","Vuelta A Espana","11",34.8,"KOM Sprint (1) Coll d'Ordino (34.8 km)","Mountain Sprint (1)"," Matteo Montaguti","AG2R La Mondiale","5",1,0
"86","2015 Vuelta A Espana","2015","Vuelta A Espana","11",74.3,"KOM Sprint (1) Coll de la Rabassa (74.3 km)","Mountain Sprint (1)"," Imanol Erviti","Movistar Team","1",10,0
"87","2015 Vuelta A Espana","2015","Vuelta A Espana","11",74.3,"KOM Sprint (1) Coll de la Rabassa (74.3 km)","Mountain Sprint (1)"," Omar Fraile","Caja Rural - Seguros RGA","2",6,0
"88","2015 Vuelta A Espana","2015","Vuelta A Espana","11",74.3,"KOM Sprint (1) Coll de la Rabassa (74.3 km)","Mountain Sprint (1)"," Rubén Plaza","Lampre - Merida","3",4,0
"89","2015 Vuelta A Espana","2015","Vuelta A Espana","11",74.3,"KOM Sprint (1) Coll de la Rabassa (74.3 km)","Mountain Sprint (1)"," Nelson Oliveira","Lampre - Merida","4",2,0
"90","2015 Vuelta A Espana","2015","Vuelta A Espana","11",74.3,"KOM Sprint (1) Coll de la Rabassa (74.3 km)","Mountain Sprint (1)"," Jérôme Coppel","IAM Cycling","5",1,0
"91","2015 Vuelta A Espana","2015","Vuelta A Espana","11",101.3,"KOM Sprint (HC) Collada de la Gallina (101.3 km)","Mountain Sprint (HC)"," Omar Fraile","Caja Rural - Seguros RGA","1",15,0
"92","2015 Vuelta A Espana","2015","Vuelta A Espana","11",101.3,"KOM Sprint (HC) Collada de la Gallina (101.3 km)","Mountain Sprint (HC)"," Mikel Landa","Astana Pro Team","2",10,0
"93","2015 Vuelta A Espana","2015","Vuelta A Espana","11",101.3,"KOM Sprint (HC) Collada de la Gallina (101.3 km)","Mountain Sprint (HC)"," Darwin Atapuma","BMC Racing Team","3",6,0
"94","2015 Vuelta A Espana","2015","Vuelta A Espana","11",101.3,"KOM Sprint (HC) Collada de la Gallina (101.3 km)","Mountain Sprint (HC)"," Romain Sicard","Team Europcar","4",4,0
"95","2015 Vuelta A Espana","2015","Vuelta A Espana","11",101.3,"KOM Sprint (HC) Collada de la Gallina (101.3 km)","Mountain Sprint (HC)"," Ian Boswell","Team Sky","5",2,0
"96","2015 Vuelta A Espana","2015","Vuelta A Espana","11",122.1,"KOM Sprint (2) Alto de la Comella (122.1 km)","Mountain Sprint (2)"," Mikel Landa","Astana Pro Team","1",5,0
"97","2015 Vuelta A Espana","2015","Vuelta A Espana","11",122.1,"KOM Sprint (2) Alto de la Comella (122.1 km)","Mountain Sprint (2)"," Ian Boswell","Team Sky","2",3,0
"98","2015 Vuelta A Espana","2015","Vuelta A Espana","11",122.1,"KOM Sprint (2) Alto de la Comella (122.1 km)","Mountain Sprint (2)"," Nelson Oliveira","Lampre - Merida","3",1,0
"99","2015 Vuelta A Espana","2015","Vuelta A Espana","11",129.9,"Sprint | Encamp (129.9 km)","Intermediate Sprint"," Nelson Oliveira","Lampre - Merida","1",0,4
"100","2015 Vuelta A Espana","2015","Vuelta A Espana","11",129.9,"Sprint | Encamp (129.9 km)","Intermediate Sprint"," Romain Sicard","Team Europcar","2",0,2
"101","2015 Vuelta A Espana","2015","Vuelta A Espana","11",129.9,"Sprint | Encamp (129.9 km)","Intermediate Sprint"," Ian Boswell","Team Sky","3",0,1
"102","2015 Vuelta A Espana","2015","Vuelta A Espana","11",138,"KOM Sprint (1) Alto Els Cortals d'Encamp (138 km)","Mountain Sprint (1)"," Mikel Landa","Astana Pro Team","1",10,0
"103","2015 Vuelta A Espana","2015","Vuelta A Espana","11",138,"KOM Sprint (1) Alto Els Cortals d'Encamp (138 km)","Mountain Sprint (1)"," Fabio Aru","Astana Pro Team","2",6,0
"104","2015 Vuelta A Espana","2015","Vuelta A Espana","11",138,"KOM Sprint (1) Alto Els Cortals d'Encamp (138 km)","Mountain Sprint (1)"," Ian Boswell","Team Sky","3",4,0
"105","2015 Vuelta A Espana","2015","Vuelta A Espana","11",138,"KOM Sprint (1) Alto Els Cortals d'Encamp (138 km)","Mountain Sprint (1)"," Daniel Moreno","Team Katusha ","4",2,0
"106","2015 Vuelta A Espana","2015","Vuelta A Espana","11",138,"KOM Sprint (1) Alto Els Cortals d'Encamp (138 km)","Mountain Sprint (1)"," Joaquim Rodríguez","Team Katusha ","5",1,0
"107","2015 Vuelta A Espana","2015","Vuelta A Espana","12",NA,"KOM Sprint (2) Coll de B","Mountain Sprint (2)"," Maxime Bouet","Etixx - Quick Step","1",5,0
"108","2015 Vuelta A Espana","2015","Vuelta A Espana","12",NA,"KOM Sprint (2) Coll de B","Mountain Sprint (2)"," Bert-Jan Lindeman","Team LottoNL-Jumbo","2",3,0
"109","2015 Vuelta A Espana","2015","Vuelta A Espana","12",NA,"KOM Sprint (2) Coll de B","Mountain Sprint (2)"," Miguel Angel Rubiano","Team Colombia","3",1,0
"110","2015 Vuelta A Espana","2015","Vuelta A Espana","12",143.2,"Sprint | Gerb (143.2 km)","Intermediate Sprint"," Miguel Angel Rubiano","Team Colombia","1",0,4
"111","2015 Vuelta A Espana","2015","Vuelta A Espana","12",143.2,"Sprint | Gerb (143.2 km)","Intermediate Sprint"," Maxime Bouet","Etixx - Quick Step","2",0,2
"112","2015 Vuelta A Espana","2015","Vuelta A Espana","12",143.2,"Sprint | Gerb (143.2 km)","Intermediate Sprint"," Jaco Venter","MTN - Qhubeka","3",0,1
"113","2015 Vuelta A Espana","2015","Vuelta A Espana","13",53,"KOM Sprint (3) Alto Collado de Oseja (53 km)","Mountain Sprint (3)"," Rubén Plaza","Lampre - Merida","1",3,0
"114","2015 Vuelta A Espana","2015","Vuelta A Espana","13",53,"KOM Sprint (3) Alto Collado de Oseja (53 km)","Mountain Sprint (3)"," Nelson Oliveira","Lampre - Merida","2",2,0
"115","2015 Vuelta A Espana","2015","Vuelta A Espana","13",53,"KOM Sprint (3) Alto Collado de Oseja (53 km)","Mountain Sprint (3)"," Jérôme Coppel","IAM Cycling","3",1,0
"116","2015 Vuelta A Espana","2015","Vuelta A Espana","13",NA,"KOM Sprint (1) Alto de Berat","Mountain Sprint (1)"," Rubén Plaza","Lampre - Merida","1",10,0
"117","2015 Vuelta A Espana","2015","Vuelta A Espana","13",NA,"KOM Sprint (1) Alto de Berat","Mountain Sprint (1)"," Kenny Elissonde","FDJ","2",6,0
"118","2015 Vuelta A Espana","2015","Vuelta A Espana","13",NA,"KOM Sprint (1) Alto de Berat","Mountain Sprint (1)"," Yukiya Arashiro","Team Europcar","3",4,0
"119","2015 Vuelta A Espana","2015","Vuelta A Espana","13",NA,"KOM Sprint (1) Alto de Berat","Mountain Sprint (1)"," David Arroyo","Caja Rural - Seguros RGA","4",2,0
"120","2015 Vuelta A Espana","2015","Vuelta A Espana","13",NA,"KOM Sprint (1) Alto de Berat","Mountain Sprint (1)"," Maxime Monfort","Lotto Soudal","5",1,0
"121","2015 Vuelta A Espana","2015","Vuelta A Espana","13",NA,"Sprint | Real Monasterio de Santa Mar","Intermediate Sprint"," Gianluca Brambilla","Etixx - Quick Step","1",0,4
"122","2015 Vuelta A Espana","2015","Vuelta A Espana","13",NA,"Sprint | Real Monasterio de Santa Mar","Intermediate Sprint"," Romain Sicard","Team Europcar","2",0,2
"123","2015 Vuelta A Espana","2015","Vuelta A Espana","13",NA,"Sprint | Real Monasterio de Santa Mar","Intermediate Sprint"," Maxime Monfort","Lotto Soudal","3",0,1
"124","2015 Vuelta A Espana","2015","Vuelta A Espana","13",150.1,"KOM Sprint (3) Alto del Moncayo (150.1 km)","Mountain Sprint (3)"," Paweł Poljański","Tinkoff - Saxo","1",3,0
"125","2015 Vuelta A Espana","2015","Vuelta A Espana","13",150.1,"KOM Sprint (3) Alto del Moncayo (150.1 km)","Mountain Sprint (3)"," Nicolas Roche","Team Sky","2",2,0
"126","2015 Vuelta A Espana","2015","Vuelta A Espana","13",150.1,"KOM Sprint (3) Alto del Moncayo (150.1 km)","Mountain Sprint (3)"," Alessandro De Marchi","BMC Racing Team","3",1,0
"127","2015 Vuelta A Espana","2015","Vuelta A Espana","14",117.9,"KOM Sprint (3) Puerto Estacas de Trueba (117.9 km)","Mountain Sprint (3)"," Mikaël Cherel","AG2R La Mondiale","1",3,0
"128","2015 Vuelta A Espana","2015","Vuelta A Espana","14",117.9,"KOM Sprint (3) Puerto Estacas de Trueba (117.9 km)","Mountain Sprint (3)"," José Joaquín Rojas","Movistar Team","2",2,0
"129","2015 Vuelta A Espana","2015","Vuelta A Espana","14",117.9,"KOM Sprint (3) Puerto Estacas de Trueba (117.9 km)","Mountain Sprint (3)"," Salvatore Puccio","Team Sky","3",1,0
"130","2015 Vuelta A Espana","2015","Vuelta A Espana","14",158.1,"KOM Sprint (1) Puerto del Escudo (158.1 km)","Mountain Sprint (1)"," Mikaël Cherel","AG2R La Mondiale","1",10,0
"131","2015 Vuelta A Espana","2015","Vuelta A Espana","14",158.1,"KOM Sprint (1) Puerto del Escudo (158.1 km)","Mountain Sprint (1)"," José Joaquín Rojas","Movistar Team","2",6,0
"132","2015 Vuelta A Espana","2015","Vuelta A Espana","14",158.1,"KOM Sprint (1) Puerto del Escudo (158.1 km)","Mountain Sprint (1)"," Salvatore Puccio","Team Sky","3",4,0
"133","2015 Vuelta A Espana","2015","Vuelta A Espana","14",158.1,"KOM Sprint (1) Puerto del Escudo (158.1 km)","Mountain Sprint (1)"," Carlos Quintero","Team Colombia","4",2,0
"134","2015 Vuelta A Espana","2015","Vuelta A Espana","14",158.1,"KOM Sprint (1) Puerto del Escudo (158.1 km)","Mountain Sprint (1)"," Alessandro De Marchi","BMC Racing Team","5",1,0
"135","2015 Vuelta A Espana","2015","Vuelta A Espana","14",187.2,"Sprint | Reinosa (187.2 km)","Intermediate Sprint"," Carlos Quintero","Team Colombia","1",0,4
"136","2015 Vuelta A Espana","2015","Vuelta A Espana","14",187.2,"Sprint | Reinosa (187.2 km)","Intermediate Sprint"," Alessandro De Marchi","BMC Racing Team","2",0,2
"137","2015 Vuelta A Espana","2015","Vuelta A Espana","14",187.2,"Sprint | Reinosa (187.2 km)","Intermediate Sprint"," Salvatore Puccio","Team Sky","3",0,1
"138","2015 Vuelta A Espana","2015","Vuelta A Espana","14",215,"KOM Sprint (HC) Alto Campoo (215 km)","Mountain Sprint (HC)"," Alessandro De Marchi","BMC Racing Team","1",15,0
"139","2015 Vuelta A Espana","2015","Vuelta A Espana","14",215,"KOM Sprint (HC) Alto Campoo (215 km)","Mountain Sprint (HC)"," Salvatore Puccio","Team Sky","2",10,0
"140","2015 Vuelta A Espana","2015","Vuelta A Espana","14",215,"KOM Sprint (HC) Alto Campoo (215 km)","Mountain Sprint (HC)"," José Joaquín Rojas","Movistar Team","3",6,0
"141","2015 Vuelta A Espana","2015","Vuelta A Espana","14",215,"KOM Sprint (HC) Alto Campoo (215 km)","Mountain Sprint (HC)"," Mikaël Cherel","AG2R La Mondiale","4",4,0
"142","2015 Vuelta A Espana","2015","Vuelta A Espana","14",215,"KOM Sprint (HC) Alto Campoo (215 km)","Mountain Sprint (HC)"," Carlos Quintero","Team Colombia","5",2,0
"143","2015 Vuelta A Espana","2015","Vuelta A Espana","15",114.9,"KOM Sprint (2) Alto del Torno (114.9 km)","Mountain Sprint (2)"," Dominique Rollin","Cofidis","1",0,0
