,Season_fc_Race_ID,Season,Date,Date_Start,Date_End,fc_Race_ID,fc_Race_Name,Category,Gender,fc_Race_Location_Code,fc_Race_Winner_Rider_ID,Race_Winner_Name
292,2023_550,2023,04.06,2023/06/04,2023/06/04,550,Coppa della Pace,1.2U,Men,ITA,0,Future Race
293,2023_64,2023,04.06,2023/06/04,2023/06/04,64,Brussels Classic,1.Pro,Men,BEL,0,Future Race
294,2023_15,2023,04.06-11.06,2023/06/04,2023/06/11,15,Criterium Dauphine,2.UWT,Men,FRA,0,Future Race
295,2023_5228,2023,06.06-09.06,2023/06/06,2023/06/09,5228,Tour de Maurice,2.2,Men,MRI,0,Future Race
296,2023_18950,2023,07.06-11.06,2023/06/07,2023/06/11,18950,Aziz Shusha,2.2,Men,AZE,0,Future Race
297,2023_9913,2023,07.06-11.06,2023/06/07,2023/06/11,9913,Vuelta femenina a Guatemala,2.2,Women,GUA,0,Future Race
298,2023_213,2023,07.06-11.06,2023/06/07,2023/06/11,213,ZLM Tour,2.Pro,Men,NED,0,Future Race
299,2023_18949,2023,08.06-12.06,2023/06/08,2023/06/12,18949,Go Philippines Tour International,2.2,Men,PHI,0,Future Race
300,2023_14005,2023,08.06-11.06,2023/06/08,2023/06/11,14005,Course de la Paix,2.NC,Men,CZE,0,Future Race
301,2023_199,2023,09.06,2023/06/09,2023/06/09,199,GP Kanton Aargau,1.1,Men,SUI,0,Future Race
302,2023_16505,2023,09.06-11.06,2023/06/09,2023/06/11,16505,CIC-Tour Féminin Pyrénées,2.1,Women,FRA,0,Future Race
303,2023_2119,2023,09.06-11.06,2023/06/09,2023/06/11,2119,Tour d'Eure-et-Loir,2.2,Men,FRA,0,Future Race
304,2023_15067,2023,10.06,2023/06/10,2023/06/10,15067,Dwars door het Hageland,1.1,Women,BEL,0,Future Race
305,2023_425,2023,10.06,2023/06/10,2023/06/10,425,Dwars door het Hageland,1.Pro,Men,BEL,0,Future Race
306,2023_20012,2023,10.06-11.06,2023/06/10,2023/06/11,20012,Kirikkale Road Race,2.2,Men,TUR,0,Future Race
307,2023_8515,2023,11.06,2023/06/11,2023/06/11,8515,Elfstedenronde,1.1,Men,BEL,0,Future Race
308,2023_9853,2023,11.06,2023/06/11,2023/06/11,9853,Flanders Diamond Tour,1.1,Women,BEL,0,Future Race
309,2023_20159,2023,11.06,2023/06/11,2023/06/11,20159,Courts Mamouth Classique de l'ìle Maurice,1.2,Men,MRI,0,Future Race
310,2023_226,2023,11.06-18.06,2023/06/11,2023/06/18,226,Giro Ciclistico d'Italia,2.2U,Men,ITA,0,Future Race
311,2023_16,2023,11.06-18.06,2023/06/11,2023/06/18,16,Tour de Suisse,2.UWT,Men,SUI,0,Future Race
312,2023_10459,2023,13.06,2023/06/13,2023/06/13,10459,Mont Ventoux Dénivelé Challenge,1.Pro,Men,FRA,0,Future Race
313,2023_9905,2023,14.06-18.06,2023/06/14,2023/06/18,9905,Lotto Belgium Tour,2.1,Women,BEL,0,Future Race
314,2023_235,2023,14.06-18.06,2023/06/14,2023/06/18,235,Tour de Beauce,2.2,Men,CAN,0,Future Race
315,2023_60,2023,14.06-18.06,2023/06/14,2023/06/18,60,Belgium Tour,2.Pro,Men,BEL,0,Future Race
316,2023_211,2023,14.06-18.06,2023/06/14,2023/06/18,211,Tour of Slovenia,2.Pro,Men,SLO,0,Future Race
317,2023_212,2023,15.06-18.06,2023/06/15,2023/06/18,212,Route d'Occitanie,2.1,Men,FRA,0,Future Race
318,2023_291,2023,16.06-24.06,2023/06/16,2023/06/24,291,Tour du Maroc,2.2,Men,MAR,0,Future Race
319,2023_14426,2023,16.06-18.06,2023/06/16,2023/06/18,14426,Tour du Pays de Montbéliard,2.2,Men,FRA,0,Future Race
320,2023_86,2023,16.06-25.06,2023/06/16,2023/06/25,86,Vuelta a Colombia,2.2,Men,COL,0,Future Race
321,2023_20776,2023,17.06,2023/06/17,2023/06/17,20776,Reginom Nitrianskeho Kraja,1.2,Women,SVK,0,Future Race
322,2023_14577,2023,17.06-20.06,2023/06/17,2023/06/20,14577,Tour de Suisse,2.WWT,Women,SUI,0,Future Race
323,2023_20372,2023,25.06,2023/06/25,2023/06/25,20372,Grand Prix de Casablanca,1.2,Men,MAR,0,Future Race
324,2023_231,2023,28.06,2023/06/28,2023/06/28,231,Circuit Franco-Belge,1.Pro,Men,BEL,0,Future Race
325,2023_257,2023,28.06-01.07,2023/06/28,2023/07/01,257,Solidarnosc Champions,2.2,Men,POL,0,Future Race
326,2023_257,2023,28.06-01.07,2023/06/28,2023/07/01,257,Solidarnosc Champions,2.2,Men,POL,0,Future Race
327,2023_9064,2023,30.06-09.07,2023/06/30,2023/07/09,9064,Giro d'Italia Donne,2.WWT,Women,ITA,0,Future Race
328,2023_9064,2023,30.06-09.07,2023/06/30,2023/07/09,9064,Giro d'Italia Donne,2.WWT,Women,ITA,0,Future Race
329,2023_20777,2023,01.07,2023/07/01,2023/07/01,20777,GP of the Mayor of the city Žiar nad Hronom,1.2,Women,SVK,0,Future Race
330,2023_17,2023,01.07-23.07,2023/07/01,2023/07/23,17,Tour de France,2.UWT,Men,FRA,0,Future Race
331,2023_559,2023,02.07,2023/07/02,2023/07/02,559,Giro del Medio Brenta,1.2,Men,ITA,0,Future Race
332,2023_2088,2023,02.07,2023/07/02,2023/07/02,2088,Midden Brabant,1.2,Men,NED,0,Future Race
333,2023_20778,2023,02.07,2023/07/02,2023/07/02,20778,Tour de Berlin Feminin,1.2,Women,GER,0,Future Race
334,2023_38,2023,02.07-06.07,2023/07/02,2023/07/06,38,Österreich-Rundfahrt,2.1,Men,AUT,0,Future Race
335,2023_662,2023,04.07,2023/07/04,2023/07/04,662,Trofeo Citta di Brescia,1.2,Men,ITA,0,Future Race
336,2023_258,2023,06.07-09.07,2023/07/06,2023/07/09,258,Sibiu Cycling Tour,2.1,Men,ROM,0,Future Race
337,2023_582,2023,08.07,2023/07/08,2023/07/08,582,GP Hungary,1.2,Men,HUN,0,Future Race
338,2023_11357,2023,08.07,2023/07/08,2023/07/08,11357,Grand Prix Erciyes,1.2,Men,TUR,0,Future Race
339,2023_16511,2023,08.07,2023/07/08,2023/07/08,16511,Groupama Ladies Race Slovakia,1.2,Women,SVK,0,Future Race
340,2023_13595,2023,09.07,2023/07/09,2023/07/09,13595,2 Districtenpijl - Ekeren-Deurne,1.1,Women,BEL,0,Future Race
341,2023_581,2023,09.07,2023/07/09,2023/07/09,581,GP Slovakia,1.2,Men,SVK,0,Future Race
342,2023_127,2023,09.07-16.07,2023/07/09,2023/07/16,127,Tour of Qinghai Lake,2.Pro,Men,CHN,0,Future Race
343,2023_9904,2023,12.07-16.07,2023/07/12,2023/07/16,9904,Baloise Ladies Tour,2.1,Women,BEL,0,Future Race
344,2023_229,2023,12.07-16.07,2023/07/12,2023/07/16,229,Valle d'Aosta,2.2U,Men,ITA,0,Future Race
345,2023_398,2023,13.07-16.07,2023/07/13,2023/07/16,398,GP Torres Vedras,2.2,Men,POR,0,Future Race
346,2023_10435,2023,13.07-16.07,2023/07/13,2023/07/16,10435,Vuelta Costa Rica,2.2,Women,CRC,0,Future Race
347,2023_703,2023,14.07-16.07,2023/07/14,2023/07/16,703,GP de Gemenc,2.2,Men,HUN,0,Future Race
348,2023_3239,2023,15.07,2023/07/15,2023/07/15,3239,KOGA Slag om Norg,1.1,Men,NED,0,Future Race
349,2023_18938,2023,16.07,2023/07/16,2023/07/16,18938,Grand Prix Stuttgart &amp; Region,1.2,Women,GER,0,Future Race
350,2023_20074,2023,19.07,2023/07/19,2023/07/19,20074,SD WORX BW Classic,1.2,Men,BEL,0,Future Race
351,2023_20780,2023,21.07-23.07,2023/07/21,2023/07/23,20780,Tour of Huangshan,2.2,Men,CHN,0,Future Race
352,2023_579,2023,22.07,2023/07/22,2023/07/22,579,GP Polski Via Odra,1.2,Men,POL,0,Future Race
353,2023_193,2023,22.07-26.07,2023/07/22,2023/07/26,193,Tour de Wallonie,2.Pro,Men,BEL,0,Future Race
354,2023_18957,2023,23.07,2023/07/23,2023/07/23,18957,Cupa Max Ausnit,1.2,Men,ROM,0,Future Race
355,2023_580,2023,23.07,2023/07/23,2023/07/23,580,GP Czech Republic,1.2,Men,CZE,0,Future Race
356,2023_583,2023,23.07,2023/07/23,2023/07/23,583,GP de Pérenchies,1.2,Men,FRA,0,Future Race
357,2023_209,2023,23.07,2023/07/23,2023/07/23,209,GP Kranj,1.2,Men,SLO,0,Future Race
358,2023_15687,2023,23.07-30.07,2023/07/23,2023/07/30,15687,Tour de France Femmes,2.WWT,Women,FRA,0,Future Race
359,2023_207,2023,25.07,2023/07/25,2023/07/25,207,Villafranca de Ordizia,1.1,Men,ESP,0,Future Race
360,2023_531,2023,25.07,2023/07/25,2023/07/25,531,Mem. A.Trochanowskiego,1.2,Men,POL,0,Future Race
361,2023_85,2023,26.07-27.07,2023/07/26,2023/07/27,85,Vuelta a Castilla y León,2.1,Men,ESP,0,Future Race
362,2023_563,2023,26.07-29.07,2023/07/26,2023/07/29,563,Dookola Mazowsza,2.2,Men,POL,0,Future Race
363,2023_230,2023,26.07-30.07,2023/07/26,2023/07/30,230,Tour Alsace,2.2,Men,FRA,0,Future Race
364,2023_10106,2023,26.07-30.07,2023/07/26,2023/07/30,10106,Vuelta a Colombia Femenina,2.2,Women,COL,0,Future Race
365,2023_15209,2023,27.07-30.07,2023/07/27,2023/07/30,15209,SAZKA Tour,2.1,Men,CZE,0,Future Race
366,2023_385,2023,28.07-31.07,2023/07/28,2023/07/31,385,Kreiz Breizh Elites,2.2,Men,FRA,0,Future Race
367,2023_16504,2023,28.07-30.07,2023/07/28,2023/07/30,16504,Princess Anna Vasa Tour,2.2,Women,POL,0,Future Race
368,2023_18,2023,29.07,2023/07/29,2023/07/29,18,Donostia San Sebastian Klasikoa,1.UWT,Men,ESP,0,Future Race
369,2023_19,2023,29.07-04.08,2023/07/29,2023/08/04,19,Tour de Pologne,2.UWT,Men,POL,0,Future Race
370,2023_19,2023,29.07-04.08,2023/07/29,2023/08/04,19,Tour de Pologne,2.UWT,Men,POL,0,Future Race
371,2023_202,2023,30.07,2023/07/30,2023/07/30,202,Circuito de Getxo,1.1,Men,ESP,0,Future Race
372,2023_20018,2023,30.07,2023/07/30,2023/07/30,20018,Grand Prix Kültepe,1.2,Men,TUR,0,Future Race
373,2023_4014,2023,30.07,2023/07/30,2023/07/30,4014,Puchar Mon,1.2,Men,POL,0,Future Race
374,2023_63,2023,31.07-02.08,2023/07/31,2023/08/02,63,Tour de l'Ain,2.1,Men,FRA,0,Future Race
375,2023_63,2023,31.07-02.08,2023/07/31,2023/08/02,63,Tour de l'Ain,2.1,Men,FRA,0,Future Race
376,2023_9918,2023,01.08,2023/08/01,2023/08/01,9918,Kreiz Breizh Elites Dames,1.1,Women,FRA,0,Future Race
377,2023_20021,2023,01.08-05.08,2023/08/01,2023/08/05,20021,100th Anniversary Tour of The Republic,2.2,Men,TUR,0,Future Race
378,2023_9647,2023,01.08-03.08,2023/08/01,2023/08/03,9647,Tour of Uppsala,2.2,Women,SWE,0,Future Race
379,2023_586,2023,04.08-13.08,2023/08/04,2023/08/13,586,Tour de la Guadeloupe,2.2,Men,FRA,0,Future Race
380,2023_281,2023,05.08,2023/08/05,2023/08/05,281,Scandinavian Race,1.2,Men,SWE,0,Future Race
381,2023_26,2023,06.08,2023/08/06,2023/08/06,26,World Championship RR,WCRR,Men,UCI,0,Future Race
382,2023_566,2023,08.08-12.08,2023/08/08,2023/08/12,566,Tour of Szeklerland,2.2,Men,ROM,0,Future Race
383,2023_12533,2023,08.08,2023/08/08,2023/08/08,12533,World Championship Mixed Relay,WCTT,Men,UCI,0,Future Race
384,2023_12533,2023,08.08,2023/08/08,2023/08/08,12533,World Championship Mixed Relay,WCTT,Women,UCI,0,Future Race
385,2023_197,2023,09.08-20.08,2023/08/09,2023/08/20,197,Volta a Portugal,2.1,Men,POR,0,Future Race
386,2023_46,2023,09.08,2023/08/09,2023/08/09,46,World Championship ITT-U23,WCUT,Men,UCI,0,Future Race
387,2023_27,2023,10.08,2023/08/10,2023/08/10,27,World Championship ITT,WCTT,Men,UCI,0,Future Race
388,2023_9068,2023,10.08,2023/08/10,2023/08/10,9068,World Championship ITT,WCTT,Women,UCI,0,Future Race
389,2023_11633,2023,12.08,2023/08/12,2023/08/12,11633,Gran Premio Guatemala,1.2,Men,GUA,0,Future Race
390,2023_383,2023,12.08,2023/08/12,2023/08/12,383,Mem.Henryka Lasaka,1.2,Men,POL,0,Future Race
391,2023_12377,2023,12.08,2023/08/12,2023/08/12,12377,La Périgord Ladies,1.2,Women,FRA,0,Future Race
392,2023_43,2023,12.08,2023/08/12,2023/08/12,43,World Championship RR-U23,WCU,Men,UCI,0,Future Race
393,2023_203,2023,13.08,2023/08/13,2023/08/13,203,Polynormande,1.1,Men,FRA,0,Future Race
394,2023_11634,2023,13.08,2023/08/13,2023/08/13,11634,Gran Premio Chapin,1.2,Men,GUA,0,Future Race
395,2023_18958,2023,13.08,2023/08/13,2023/08/13,18958,Grote Prijs Stad Halle,1.2,Men,BEL,0,Future Race
396,2023_18539,2023,13.08,2023/08/13,2023/08/13,18539,Memorial Jana Magiery,1.2,Men,POL,0,Future Race
397,2023_12378,2023,13.08,2023/08/13,2023/08/13,12378,La Picto-Charentaise,1.2,Women,FRA,0,Future Race
398,2023_389,2023,13.08,2023/08/13,2023/08/13,389,GP Poggiana,1.2U,Men,ITA,0,Future Race
399,2023_9067,2023,13.08,2023/08/13,2023/08/13,9067,World Championship RR,WCRR,Women,UCI,0,Future Race
400,2023_161,2023,15.08,2023/08/15,2023/08/15,161,Tour of Leuven,1.1,Men,BEL,0,Future Race
401,2023_17078,2023,15.08,2023/08/15,2023/08/15,17078,Grote Prijs Yvonne Reynders,1.2,Women,BEL,0,Future Race
402,2023_191,2023,15.08-18.08,2023/08/15,2023/08/18,191,Tour du Limousin,2.1,Men,FRA,0,Future Race
403,2023_12557,2023,15.08-20.08,2023/08/15,2023/08/20,12557,Le Tour de Femina Malaysia,2.2,Women,MAS,0,Future Race
404,2023_32,2023,15.08-19.08,2023/08/15,2023/08/19,32,PostNord Danmark Rundt,2.Pro,Men,DEN,0,Future Race
405,2023_192,2023,15.08-19.08,2023/08/15,2023/08/19,192,Vuelta a Burgos,2.Pro,Men,ESP,0,Future Race
406,2023_568,2023,16.08,2023/08/16,2023/08/16,568,GP Capodarco,1.2U,Men,ITA,0,Future Race
407,2023_391,2023,17.08-20.08,2023/08/17,2023/08/20,391,Baltic Chain Tour,2.2,Men,EST,0,Future Race
408,2023_259,2023,17.08-20.08,2023/08/17,2023/08/20,259,Arctic Race of Norway,2.Pro,Men,NOR,0,Future Race
409,2023_17781,2023,18.08,2023/08/18,2023/08/18,17781,Konvert Kortrijk Koerse,1.1,Women,BEL,0,Future Race
410,2023_186,2023,19.08,2023/08/19,2023/08/19,186,Druivenkoers Overijse,1.1,Men,BEL,0,Future Race
411,2023_14770,2023,19.08,2023/08/19,2023/08/19,14770,GP Oetingen,1.1,Women,BEL,0,Future Race
412,2023_20019,2023,19.08,2023/08/19,2023/08/19,20019,Grand Prix Kaisareia,1.2,Men,TUR,0,Future Race
413,2023_20009,2023,19.08,2023/08/19,2023/08/19,20009,Grand Prix Kaisareia,1.2,Women,TUR,0,Future Race
414,2023_14580,2023,19.08-20.08,2023/08/19,2023/08/20,14580,Subway 3 Stage Race,2.2,Men,ATG,0,Future Race
415,2023_188,2023,20.08,2023/08/20,2023/08/20,188,Egmont Cycling Race,1.1,Men,BEL,0,Future Race
416,2023_20,2023,20.08,2023/08/20,2023/08/20,20,BEMER Cyclassics,1.UWT,Men,GER,0,Future Race
417,2023_44,2023,20.08-27.08,2023/08/20,2023/08/27,44,Tour de l'Avenir,2.NC,Men,FRA,0,Future Race
418,2023_20779,2023,22.08,2023/08/22,2023/08/22,20779,Egmont Cycling Race Women,1.2,Women,BEL,0,Future Race
419,2023_187,2023,22.08-25.08,2023/08/22,2023/08/25,187,Poitou-Charentes,2.1,Men,FRA,0,Future Race
420,2023_15688,2023,22.08-27.08,2023/08/22,2023/08/27,15688,Tour of Scandinavia,2.WWT,Women,NOR,0,Future Race
421,2023_431,2023,23.08-27.08,2023/08/23,2023/08/27,431,Tour do Rio,2.2,Men,BRA,0,Future Race
422,2023_36,2023,23.08-27.08,2023/08/23,2023/08/27,36,Deutschland Tour,2.Pro,Men,GER,0,Future Race
423,2023_21,2023,23.08-27.08,2023/08/23,2023/08/27,21,Benelux Tour,2.UWT,Men,NED,0,Future Race
424,2023_9914,2023,24.08-27.08,2023/08/24,2023/08/27,9914,Giro Toscana Int. Femminile,2.2,Women,ITA,0,Future Race
425,2023_20013,2023,25.08-27.08,2023/08/25,2023/08/27,20013,Tour of Yigido,2.2,Men,TUR,0,Future Race
426,2023_955,2023,26.08-31.08,2023/08/26,2023/08/31,955,Tour of Bulgaria,2.2,Men,BUL,0,Future Race
427,2023_23,2023,26.08-17.09,2023/08/26,2023/09/17,23,Vuelta a España,2.UWT,Men,ESP,0,Future Race
428,2023_23,2023,26.08-17.09,2023/08/26,2023/09/17,23,Vuelta a España,2.UWT,Men,ESP,0,Future Race
429,2023_8310,2023,27.08,2023/08/27,2023/08/27,8310,Ronde van de Achterhoek,1.2,Men,NED,0,Future Race
430,2023_18940,2023,28.08-01.09,2023/08/28,2023/09/01,18940,Tour de l'Avenir Féminin,2.2U,Women,FRA,0,Future Race
431,2023_18940,2023,28.08-01.09,2023/08/28,2023/09/01,18940,Tour de l'Avenir Féminin,2.2U,Women,FRA,0,Future Race
432,2023_18956,2023,29.08,2023/08/29,2023/08/29,18956,Tour of Kandovan,1.2,Men,IRN,0,Future Race
433,2023_18959,2023,30.08,2023/08/30,2023/08/30,18959,Muur Classic Geraardsbergen,1.2,Men,BEL,0,Future Race
434,2023_434,2023,31.08-04.09,2023/08/31,2023/09/04,434,Tour of Iran,2.1,Men,IRN,0,Future Race
435,2023_434,2023,31.08-04.09,2023/08/31,2023/09/04,434,Tour of Iran,2.1,Men,IRN,0,Future Race
436,2023_538,2023,31.08-03.09,2023/08/31,2023/09/03,538,Giro della Regione Friuli,2.2,Men,ITA,0,Future Race
437,2023_538,2023,31.08-03.09,2023/08/31,2023/09/03,538,Giro della Regione Friuli,2.2,Men,ITA,0,Future Race
438,2023_15096,2023,31.08-02.09,2023/08/31,2023/09/02,15096,Flanders Tomorrow Tour,2.2U,Men,BEL,0,Future Race
439,2023_15096,2023,31.08-02.09,2023/08/31,2023/09/02,15096,Flanders Tomorrow Tour,2.2U,Men,BEL,0,Future Race
440,2023_9204,2023,02.09,2023/09/02,2023/09/02,9204,Lillehammer GP,1.2,Men,NOR,0,Future Race
441,2023_9057,2023,02.09,2023/09/02,2023/09/02,9057,Classic Lorient Agglomération,1.WWT,Women,FRA,0,Future Race
442,2023_10675,2023,02.09-03.09,2023/09/02,2023/09/03,10675,In the Steps of Romans,2.2,Men,BUL,0,Future Race
443,2023_501,2023,02.09-06.09,2023/09/02,2023/09/06,501,Tour de Singkarak,2.2,Men,IDN,0,Future Race
444,2023_13601,2023,03.09,2023/09/03,2023/09/03,13601,Grote Prijs Beerens,1.1,Women,BEL,0,Future Race
445,2023_8328,2023,03.09,2023/09/03,2023/09/03,8328,GP Plouay Elite Open ,1.2,Men,FRA,0,Future Race
446,2023_9205,2023,03.09,2023/09/03,2023/09/03,9205,Gylne Gutuer,1.2,Men,NOR,0,Future Race
447,2023_20599,2023,03.09,2023/09/03,2023/09/03,20599,PingTan International Road Race,1.2,Men,CHN,0,Future Race
448,2023_13191,2023,03.09,2023/09/03,2023/09/03,13191,Maryland Cycling Classic,1.Pro,Men,USA,0,Future Race
449,2023_22,2023,03.09,2023/09/03,2023/09/03,22,Bretagne Classic,1.UWT,Men,FRA,0,Future Race
450,2023_45,2023,03.09-10.09,2023/09/03,2023/09/10,45,Tour of Britain,2.Pro,Men,GBR,0,Future Race
451,2023_549,2023,04.09-10.09,2023/09/04,2023/09/10,549,Turul Romaniei,2.1,Men,ROM,0,Future Race
452,2023_9906,2023,05.09-11.09,2023/09/05,2023/09/11,9906,Tour Feminin l'Ardeche,2.1,Women,FRA,0,Future Race
453,2023_9066,2023,05.09-10.09,2023/09/05,2023/09/10,9066,Simac Ladies Tour,2.WWT,Women,NED,0,Future Race
454,2023_401,2023,07.09-10.09,2023/09/07,2023/09/10,401,Okolo Jiznich Cech,2.2,Men,CZE,0,Future Race
455,2023_9699,2023,07.09-09.09,2023/09/07,2023/09/09,9699,Tour of Kosovo,2.2,Men,KOS,0,Future Race
456,2023_20020,2023,07.09-10.09,2023/09/07,2023/09/10,20020,Tour of Van,2.2,Men,TUR,0,Future Race
457,2023_602,2023,08.09,2023/09/08,2023/09/08,602,G.P. Khouribga,1.2,Men,MAR,0,Future Race
458,2023_59,2023,08.09,2023/09/08,2023/09/08,59,GP Quebec,1.UWT,Men,CAN,0,Future Race
459,2023_499,2023,08.09-10.09,2023/09/08,2023/09/10,499,Tour de Hokkaido,2.2,Men,JPN,0,Future Race
460,2023_604,2023,09.09,2023/09/09,2023/09/09,604,G.P.Fkih Ben Saleh,1.2,Men,MAR,0,Future Race
461,2023_17099,2023,09.09,2023/09/09,2023/09/09,17099,A Travers les Hauts de France,1.2,Women,FRA,0,Future Race
462,2023_166,2023,10.09,2023/09/10,2023/09/10,166,GP de la Somme,1.2,Men,FRA,0,Future Race
463,2023_20373,2023,10.09,2023/09/10,2023/09/10,20373,Grand Prix de Ben Guerir,1.2,Men,MAR,0,Future Race
464,2023_10950,2023,10.09,2023/09/10,2023/09/10,10950,GP Fourmies Women,1.2,Women,FRA,0,Future Race
465,2023_92,2023,10.09,2023/09/10,2023/09/10,92,GP de Fourmies,1.Pro,Men,FRA,0,Future Race
466,2023_58,2023,10.09,2023/09/10,2023/09/10,58,GP Montreal,1.UWT,Men,CAN,0,Future Race
467,2023_4025,2023,13.09,2023/09/13,2023/09/13,4025,Giro della Toscana,1.1,Men,ITA,0,Future Race
468,2023_17169,2023,13.09,2023/09/13,2023/09/13,17169,Grisette Grand Prix de Wallonie,1.1,Women,BEL,0,Future Race
469,2023_93,2023,13.09,2023/09/13,2023/09/13,93,GP de Wallonie,1.Pro,Men,BEL,0,Future Race
470,2023_380,2023,13.09-17.09,2023/09/13,2023/09/17,380,Okolo Slovenska,2.1,Men,SVK,0,Future Race
471,2023_344,2023,13.09-16.09,2023/09/13,2023/09/16,344,Tour de Serbie,2.2,Men,SBA,0,Future Race
472,2023_160,2023,14.09,2023/09/14,2023/09/14,160,Coppa Sabatini,1.Pro,Men,ITA,0,Future Race
473,2023_242,2023,14.09-17.09,2023/09/14,2023/09/17,242,Tour of Taihu Lake,2.Pro,Men,CHN,0,Future Race
474,2023_167,2023,15.09,2023/09/15,2023/09/15,167,Kamp. van Vlaanderen,1.1,Men,BEL,0,Future Race
475,2023_13600,2023,15.09-16.09,2023/09/15,2023/09/16,13600,AG Tour de la Semois,2.2,Women,BEL,0,Future Race
476,2023_13609,2023,15.09-17.09,2023/09/15,2023/09/17,13609,Watersley Womens Challenge,2.2U,Women,NED,0,Future Race
477,2023_16500,2023,15.09-17.09,2023/09/15,2023/09/17,16500,Tour de Romandie,2.WWT,Women,SUI,0,Future Race
478,2023_68,2023,16.09,2023/09/16,2023/09/16,68,Memorial Pantani,1.1,Men,ITA,0,Future Race
479,2023_9852,2023,16.09,2023/09/16,2023/09/16,9852,Chrono de Gatineau,1.1,Women,CAN,0,Future Race
480,2023_168,2023,16.09,2023/09/16,2023/09/16,168,Primus Classic,1.Pro,Men,BEL,0,Future Race
481,2023_444,2023,17.09,2023/09/17,2023/09/17,444,Gooikse Pijl,1.1,Men,BEL,0,Future Race
482,2023_171,2023,17.09,2023/09/17,2023/09/17,171,GP d'Isbergues,1.1,Men,FRA,0,Future Race
483,2023_205,2023,17.09,2023/09/17,2023/09/17,205,Trofeo Matteotti,1.1,Men,ITA,0,Future Race
484,2023_9851,2023,17.09,2023/09/17,2023/09/17,9851,Grand Prix Gatineau,1.1,Women,CAN,0,Future Race
485,2023_9979,2023,17.09,2023/09/17,2023/09/17,9979,GP Rik Van Looy,1.2,Men,BEL,0,Future Race
486,2023_9921,2023,17.09,2023/09/17,2023/09/17,9921,GP d'Isbergues,1.2,Women,FRA,0,Future Race
487,2023_170,2023,20.09,2023/09/20,2023/09/20,170,Omloop van het Houtland,1.1,Men,BEL,0,Future Race
488,2023_8516,2023,20.09-24.09,2023/09/20,2023/09/24,8516,Adriatica Ionica Race,2.1,Men,ITA,0,Future Race
489,2023_37,2023,20.09-24.09,2023/09/20,2023/09/24,37,Tour de Luxembourg,2.Pro,Men,LUX,0,Future Race
490,2023_4020,2023,21.09,2023/09/21,2023/09/21,4020,CC Europe ITT,CCTT,Men,UCI,0,Future Race
491,2023_9923,2023,21.09,2023/09/21,2023/09/21,9923,CC Europe Women ITT,CCTT,Women,UCI,0,Future Race
492,2023_347,2023,21.09,2023/09/21,2023/09/21,347,CC Europe ITT-U23,CCUT,Men,UCI,0,Future Race
493,2023_9925,2023,21.09,2023/09/21,2023/09/21,9925,CC Europe Women ITT-U23,CCUT,Women,UCI,0,Future Race
494,2023_16539,2023,23.09-24.09,2023/09/23,2023/09/24,16539,Tour of Binzhou,2.2,Men,CHN,0,Future Race
495,2023_672,2023,23.09-30.09,2023/09/23,2023/09/30,672,Vuelta a Ecuador,2.2,Men,ECU,0,Future Race
496,2023_128,2023,23.09-30.09,2023/09/23,2023/09/30,128,Tour de Langkawi,2.Pro,Men,MAS,0,Future Race
497,2023_9922,2023,23.09,2023/09/23,2023/09/23,9922,CC Europe Women RR,CCRR,Women,UCI,0,Future Race
498,2023_348,2023,23.09,2023/09/23,2023/09/23,348,CC Europe RR-U23,CCU,Men,UCI,0,Future Race
499,2023_9924,2023,23.09,2023/09/23,2023/09/23,9924,CC Europe Women RR-U23,CCU,Women,UCI,0,Future Race
500,2023_949,2023,24.09,2023/09/24,2023/09/24,949,Paris-Chauny,1.1,Men,FRA,0,Future Race
501,2023_4019,2023,24.09,2023/09/24,2023/09/24,4019,CC Europe RR,CCRR,Men,UCI,0,Future Race
502,2023_409,2023,26.09,2023/09/26,2023/09/26,409,Ruota d'Oro,1.2U,Men,ITA,0,Future Race
503,2023_773,2023,26.09-01.10,2023/09/26,2023/10/01,773,CRO Race,2.1,Men,CRO,0,Future Race
504,2023_773,2023,26.09-01.10,2023/09/26,2023/10/01,773,CRO Race,2.1,Men,CRO,0,Future Race
505,2023_20781,2023,27.09-30.09,2023/09/27,2023/09/30,20781,Tour of Istanbul,2.2,Men,TUR,0,Future Race
506,2023_241,2023,27.09-01.10,2023/09/27,2023/10/01,241,Ronde de l'Isard,2.2U,Men,FRA,0,Future Race
507,2023_241,2023,27.09-01.10,2023/09/27,2023/10/01,241,Ronde de l'Isard,2.2U,Men,FRA,0,Future Race
508,2023_262,2023,28.09,2023/09/28,2023/09/28,262,Coppa Agostoni,1.1,Men,ITA,0,Future Race
509,2023_142,2023,30.09,2023/09/30,2023/09/30,142,GP Pino Cerami,1.2,Men,BEL,0,Future Race
510,2023_29,2023,30.09,2023/09/30,2023/09/30,29,Giro dell'Emilia,1.Pro,Men,ITA,0,Future Race
511,2023_9909,2023,30.09,2023/09/30,2023/09/30,9909,Giro dell'Emilia,1.Pro,Women,ITA,0,Future Race
512,2023_7660,2023,01.10,2023/10/01,2023/10/01,7660,Famenne Ardenne Classic,1.1,Men,BEL,0,Future Race
513,2023_94,2023,01.10,2023/10/01,2023/10/01,94,Tour de Vendée,1.1,Men,FRA,0,Future Race
514,2023_374,2023,01.10,2023/10/01,2023/10/01,374,Trofeo Baracchi,1.1,Men,ITA,0,Future Race
